start_offset_in_pixels,653,508
start,514559.744028589,6160976.08762725
30,514273.230324091,6160539.94946392
31,515020.37237362,6160574.64030451
32,515874.088231184,6161103.1167173
33,515161.962878567,6162393.65487685
34,514829.886294496,6161946.81328592
35,513586.687609792,6160194.15410395
36,514170.104744534,6161665.82768859
37,513758.954731795,6161090.09189644
38,516451.549254218,6161812.78802202
40,514239.243247672,6162055.21053512
41,516432.172710279,6162752.61687362
42,517044.718244417,6162057.574574
43,513493.005852183,6162772.52788616
44,510324.242048014,6162646.34782633
45,510574.827373251,6163933.06975016
46,511906.335217217,6163517.8369009
47,511918.898555947,6159528.99210891
48,512322.477888247,6160222.91451437
49,512585.130731636,6161435.15332083
50,516173.981655444,6160099.8049182
51,511465.319526049,6160995.8480869
52,511291.70166176,6160170.36800353
53,510190.954043401,6161008.82101519
54,509614.047537281,6161958.39613615
55,513698.482802473,6163750.2877826
56,513157.314284348,6165440.41638445
57,512548.87302945,6164185.82329538
58,511685.330493055,6164778.02287418
59,509200.960918089,6162925.7198886
60,517215.267257096,6164772.4653087
61,515138.181544848,6164003.55823111
62,510689.343697295,6165978.17183097
63,510338.522371724,6165159.47144355
64,512837.743867554,6158925.73779943
65,518230.235148501,6161350.23817141
66,517869.470067936,6162376.73932964
67,516910.395015488,6163458.26723919
68,509020.708564064,6161082.64709777
69,511209.670728699,6161655.97043596
70,518735.351268704,6160231.79137883
71,515764.76920864,6164580.38704452
72,512240.357400412,6166017.04371731
73,509189.216961679,6164193.58743647
74,514329.213542459,6165646.09627842
75,514448.642723284,6159057.83945566
76,517091.727917301,6158782.59720468
80,518810.829901689,6164007.97457168
